tier,name,category,requested_category,chaos_value,divine_value,listing_count,change_percent,source_endpoint,source
T0_JACKPOT,Bear Trap of Skewers,SkillGem,SkillGem,215.6,0.41,32,0,stash,poe.ninja
T0_JACKPOT,Fire Trap of Blasting,SkillGem,SkillGem,214.7,0.41,48,2967,stash,poe.ninja
T0_JACKPOT,Ethereal Knives of Lingering Blades,SkillGem,SkillGem,214.2,0.41,3,0,stash,poe.ninja
T0_JACKPOT,Overheat Support,SkillGem,SkillGem,214.2,0.41,10,0,stash,poe.ninja
T0_JACKPOT,Armageddon Brand,SkillGem,SkillGem,214.0,0.41,18,0,stash,poe.ninja
T0_JACKPOT,Tattoo of the Ngamahu Firewalker,Ancestor,Tattoo,213.1,,7705,-16.32,exchange,poe.ninja
T0_JACKPOT,Penance Brand,SkillGem,SkillGem,212.6,0.41,43,21.49,stash,poe.ninja
T0_JACKPOT,Bodyswap of Sacrifice,SkillGem,SkillGem,212.5,0.41,94,254.2,stash,poe.ninja
T0_JACKPOT,Omen of Blanching,Ancestor,Omen,212.1,,6575,12.92,exchange,poe.ninja
T0_JACKPOT,Glacial Cascade,SkillGem,SkillGem,210.0,0.4,3,0,stash,poe.ninja
T0_JACKPOT,Armageddon Brand,SkillGem,SkillGem,209.8,0.4,16,-2.28,stash,poe.ninja
T0_JACKPOT,Cast when Damage Taken Support,SkillGem,SkillGem,209.5,0.4,11,-12.71,stash,poe.ninja
T0_JACKPOT,Hextoad Support,SkillGem,SkillGem,207.0,0.4,39,-6.17,stash,poe.ninja
T0_JACKPOT,Flame Surge of Combusting,SkillGem,SkillGem,206.0,0.39,14,0,stash,poe.ninja
T0_JACKPOT,Ice Nova,SkillGem,SkillGem,206.0,0.39,12,-10.43,stash,poe.ninja
T0_JACKPOT,Blink Arrow of Bombarding Clones,SkillGem,SkillGem,205.5,0.39,133,563.0,stash,poe.ninja
T0_JACKPOT,Cleave of Rage,SkillGem,SkillGem,205.4,0.39,48,-26.12,stash,poe.ninja
T0_JACKPOT,Despair,SkillGem,SkillGem,205.0,0.39,140,78.11,stash,poe.ninja
T0_JACKPOT,Fragment of Shape,Fragments,Fragment,204.6,,1534,21.11,exchange,poe.ninja
T0_JACKPOT,6% increased Flask Effect Duration,ClusterJewel,ClusterJewel,203.6,0.39,960,-32.13,stash,poe.ninja
T0_JACKPOT,Frost Blades of Katabasis,SkillGem,SkillGem,203.6,0.39,11,-47.42,stash,poe.ninja
T0_JACKPOT,Ambush Scarab of Containment,Fragments,Scarab,203.3,,22805,26.54,exchange,poe.ninja
T0_JACKPOT,Crackling Lance of Disintegration,SkillGem,SkillGem,203.0,0.39,20,0,stash,poe.ninja
T0_JACKPOT,Enlighten Support,SkillGem,SkillGem,201.1,0.39,126,-8.59,stash,poe.ninja
T0_JACKPOT,Swordstorm,SkillGem,SkillGem,200.9,0.39,39,0,stash,poe.ninja
T0_JACKPOT,Rain of Arrows of Artillery,SkillGem,SkillGem,200.5,0.38,33,3298,stash,poe.ninja
T0_JACKPOT,Void Shockwave Support,SkillGem,SkillGem,200.4,0.38,42,3.45,stash,poe.ninja
T0_JACKPOT,Harvest Scarab of Cornucopia,Fragments,Scarab,200.1,,26646,9.35,exchange,poe.ninja
T0_JACKPOT,Advanced Traps Support,SkillGem,SkillGem,200.0,0.38,20,0,stash,poe.ninja
T0_JACKPOT,Arc of Oscillating,SkillGem,SkillGem,200.0,0.38,4,0,stash,poe.ninja
T0_JACKPOT,Arc of Surging,SkillGem,SkillGem,200.0,0.38,90,112.8,stash,poe.ninja
T0_JACKPOT,Assassin's Mark,SkillGem,SkillGem,200.0,0.38,40,83.32,stash,poe.ninja
T0_JACKPOT,Cremation of the Volcano,SkillGem,SkillGem,200.0,0.38,5,0,stash,poe.ninja
T0_JACKPOT,Double Strike of Momentum,SkillGem,SkillGem,200.0,0.38,32,11.11,stash,poe.ninja
T0_JACKPOT,Hextoad Support,SkillGem,SkillGem,200.0,0.38,35,-18.33,stash,poe.ninja
T0_JACKPOT,Ice Nova of Frostbolts,SkillGem,SkillGem,200.0,0.38,3,-1.08,stash,poe.ninja
T0_JACKPOT,Infernal Legion Support,SkillGem,SkillGem,200.0,0.38,6,0,stash,poe.ninja
T0_JACKPOT,Lightning Arrow,SkillGem,SkillGem,200.0,0.38,90,24.61,stash,poe.ninja
T0_JACKPOT,Lightning Tendrils of Eccentricity,SkillGem,SkillGem,200.0,0.38,1,0,stash,poe.ninja
T0_JACKPOT,Purity of Lightning,SkillGem,SkillGem,200.0,0.38,49,0.5,stash,poe.ninja
T0_JACKPOT,Reave of Refraction,SkillGem,SkillGem,200.0,0.38,37,300,stash,poe.ninja
T0_JACKPOT,Scornful Herald Support,SkillGem,SkillGem,200.0,0.38,27,-12.8,stash,poe.ninja
T0_JACKPOT,Summon Stone Golem of Safeguarding,SkillGem,SkillGem,200.0,0.38,21,0,stash,poe.ninja
T0_JACKPOT,Sunder of Earthbreaking,SkillGem,SkillGem,200.0,0.38,12,0,stash,poe.ninja
T0_JACKPOT,Tectonic Slam of Cataclysm,SkillGem,SkillGem,200.0,0.38,83,-50.85,stash,poe.ninja
T0_JACKPOT,Vaal Venom Gyre,SkillGem,SkillGem,200.0,0.38,56,0,stash,poe.ninja
T0_JACKPOT,Volatile Dead of Seething,SkillGem,SkillGem,200.0,0.38,283,0,stash,poe.ninja
T0_JACKPOT,Volcanic Fissure of Snaking,SkillGem,SkillGem,200.0,0.38,66,42.86,stash,poe.ninja
T0_JACKPOT,Winter Orb,SkillGem,SkillGem,200.0,0.38,9,0,stash,poe.ninja
T0_JACKPOT,Blazing Fragment,Fragments,Fragment,199.4,,5914,-7.38,exchange,poe.ninja
T0_JACKPOT,Mirror Arrow of Bombarding Clones,SkillGem,SkillGem,199.2,0.38,5,133.8,stash,poe.ninja
T0_JACKPOT,Eldritch Blasphemy Support,SkillGem,SkillGem,198.7,0.38,46,-2.12,stash,poe.ninja
T0_JACKPOT,Faster Attacks Support,SkillGem,SkillGem,198.5,0.38,27,-18.31,stash,poe.ninja
T0_JACKPOT,Spell Cascade Support,SkillGem,SkillGem,198.5,0.38,21,-31.08,stash,poe.ninja
T0_JACKPOT,Ice Crash,SkillGem,SkillGem,198.4,0.38,97,892,stash,poe.ninja
T0_JACKPOT,Lifetap Support,SkillGem,SkillGem,198.3,0.38,37,20.62,stash,poe.ninja
T0_JACKPOT,Flameblast of Contraction,SkillGem,SkillGem,198.0,0.38,2,0,stash,poe.ninja
T0_JACKPOT,Lacerate of Haemorrhage,SkillGem,SkillGem,196.5,0.38,12,0,stash,poe.ninja
T0_JACKPOT,Dark Pact of Trarthus,SkillGem,SkillGem,196.1,0.38,15,0,stash,poe.ninja
T0_JACKPOT,Volcanic Fissure of Snaking,SkillGem,SkillGem,196.0,0.38,69,94.06,stash,poe.ninja
T0_JACKPOT,The Mad King,Cards,DivinationCard,195.0,,97.5,39.82,exchange,poe.ninja
T0_JACKPOT,Orb of Storms of Squalls,SkillGem,SkillGem,194.4,0.37,44,10,stash,poe.ninja
T0_JACKPOT,Scourge Arrow of Menace,SkillGem,SkillGem,193.5,0.37,58,-39.34,stash,poe.ninja
T0_JACKPOT,Burning Arrow of Vigour,SkillGem,SkillGem,193.0,0.37,22,-5.39,stash,poe.ninja
T0_JACKPOT,Devouring Fragment,Fragments,Fragment,191.1,,13568,-7.15,exchange,poe.ninja
T0_JACKPOT,Cast On Critical Strike Support,SkillGem,SkillGem,191.0,0.37,72,-13.38,stash,poe.ninja
T0_JACKPOT,Summon Flame Golem of Hordes,SkillGem,SkillGem,191.0,0.37,5,0,stash,poe.ninja
T0_JACKPOT,Arc of Oscillating,SkillGem,SkillGem,190.6,0.37,21,0,stash,poe.ninja
T0_JACKPOT,Summon Flame Golem,SkillGem,SkillGem,190.6,0.37,61,90.6,stash,poe.ninja
T0_JACKPOT,Purity of Fire,SkillGem,SkillGem,189.6,0.36,38,74.75,stash,poe.ninja
T0_JACKPOT,Frost Blades of Katabasis,SkillGem,SkillGem,189.3,0.36,33,-24.07,stash,poe.ninja
T0_JACKPOT,Frostbolt,SkillGem,SkillGem,189.3,0.36,31,34.07,stash,poe.ninja
T0_JACKPOT,Divine Sentinel Support,SkillGem,SkillGem,189.2,0.36,48,-0.16,stash,poe.ninja
T0_JACKPOT,Incinerate of Venting,SkillGem,SkillGem,189.1,0.36,4,0,stash,poe.ninja
T0_JACKPOT,Incinerate of Venting,SkillGem,SkillGem,188.8,0.36,29,-9.84,stash,poe.ninja
T0_JACKPOT,Vaal Double Strike,SkillGem,SkillGem,188.0,0.36,25,22.88,stash,poe.ninja
T0_JACKPOT,Frost Bomb of Instability,SkillGem,SkillGem,187.6,0.36,30,1.02,stash,poe.ninja
T0_JACKPOT,Barrage of Volley Fire,SkillGem,SkillGem,186.2,0.36,21,10.11,stash,poe.ninja
T0_JACKPOT,12% increased Physical Damage over Time,ClusterJewel,ClusterJewel,185.4,0.36,26,0,stash,poe.ninja
T0_JACKPOT,Decaying Fragment,Fragments,Fragment,185.2,,13307,-21.49,exchange,poe.ninja
T0_JACKPOT,Archmage Support,SkillGem,SkillGem,185.0,0.35,64,-1.33,stash,poe.ninja
T0_JACKPOT,Despair,SkillGem,SkillGem,185.0,0.35,57,64.08,stash,poe.ninja
T0_JACKPOT,Explosive Trap of Shrapnel,SkillGem,SkillGem,184.6,0.35,11,-9.51,stash,poe.ninja
T0_JACKPOT,Discharge,SkillGem,SkillGem,184.4,0.35,133,2461,stash,poe.ninja
T0_JACKPOT,Tornado of Elemental Turbulence,SkillGem,SkillGem,184.4,0.35,15,0,stash,poe.ninja
T0_JACKPOT,Vaal Lightning Strike,SkillGem,SkillGem,184.4,0.35,53,0,stash,poe.ninja
T0_JACKPOT,Faster Projectiles Support,SkillGem,SkillGem,183.5,0.35,28,0,stash,poe.ninja
T0_JACKPOT,Vaal Animate Weapon,SkillGem,SkillGem,183.5,0.35,11,0,stash,poe.ninja
T0_JACKPOT,Raise Zombie of Falling,SkillGem,SkillGem,182.0,0.35,11,-20.66,stash,poe.ninja
T0_JACKPOT,Vicious Projectiles Support,SkillGem,SkillGem,181.6,0.35,24,13.5,stash,poe.ninja
T0_JACKPOT,Ball Lightning of Orbiting,SkillGem,SkillGem,180.0,0.34,13,20.4,stash,poe.ninja
T0_JACKPOT,Bone Offering,SkillGem,SkillGem,180.0,0.34,32,-5.16,stash,poe.ninja
T0_JACKPOT,Divine Sentinel Support,SkillGem,SkillGem,180.0,0.34,26,-7.02,stash,poe.ninja
T0_JACKPOT,Eldritch Blasphemy Support,SkillGem,SkillGem,180.0,0.34,1,0,stash,poe.ninja
T0_JACKPOT,Flesh and Stone,SkillGem,SkillGem,180.0,0.34,124,-9.0,stash,poe.ninja
T0_JACKPOT,Frostblink,SkillGem,SkillGem,180.0,0.34,33,-5.26,stash,poe.ninja
T0_JACKPOT,Immortal Call,SkillGem,SkillGem,180.0,0.34,37,-1.91,stash,poe.ninja
T0_JACKPOT,Lacerate of Haemorrhage,SkillGem,SkillGem,180.0,0.34,3,0,stash,poe.ninja
T0_JACKPOT,Lightning Conduit,SkillGem,SkillGem,180.0,0.34,2,0,stash,poe.ninja
T0_JACKPOT,Tectonic Slam of Cataclysm,SkillGem,SkillGem,180.0,0.34,15,24.14,stash,poe.ninja
T0_JACKPOT,Elemental Weakness,SkillGem,SkillGem,179.4,0.34,41,0.36,stash,poe.ninja
T0_JACKPOT,Tribute to the Goddess,Fragments,Fragment,177.7,,207.3,63.6,exchange,poe.ninja
T0_JACKPOT,Arc of Surging,SkillGem,SkillGem,177.6,0.34,135,-57.51,stash,poe.ninja
T0_JACKPOT,Detonate Dead of Chain Reaction,SkillGem,SkillGem,176.4,0.34,17,0,stash,poe.ninja
T0_JACKPOT,Divine Ire of Disintegration,SkillGem,SkillGem,176.4,0.34,6,0,stash,poe.ninja
T0_JACKPOT,Hexblast of Contradiction,SkillGem,SkillGem,176.3,0.34,26,-0.28,stash,poe.ninja
T0_JACKPOT,Leap Slam of Groundbreaking,SkillGem,SkillGem,176.0,0.34,10,-9.74,stash,poe.ninja
T0_JACKPOT,Spectral Shield Throw,SkillGem,SkillGem,176.0,0.34,5,0,stash,poe.ninja
T0_JACKPOT,Determination,SkillGem,SkillGem,175.0,0.34,106,-26.96,stash,poe.ninja
T0_JACKPOT,Herald of Ice,SkillGem,SkillGem,175.0,0.34,29,2.94,stash,poe.ninja
T0_JACKPOT,Kinetic Rain of Impact,SkillGem,SkillGem,175.0,0.34,3,0,stash,poe.ninja
T0_JACKPOT,Vaal Clarity,SkillGem,SkillGem,175.0,0.34,37,-0.57,stash,poe.ninja
T0_JACKPOT,Echo of Loneliness,Fragments,Fragment,174.6,,756.5,20.48,exchange,poe.ninja
T0_JACKPOT,Frost Blades of Katabasis,SkillGem,SkillGem,174.0,0.33,19,0,stash,poe.ninja
T0_JACKPOT,Leap Slam of Groundbreaking,SkillGem,SkillGem,174.0,0.33,32,-13,stash,poe.ninja
T0_JACKPOT,Maven's Chisel of Avarice,Currency,Currency,173.9,,16780,13.83,exchange,poe.ninja
T0_JACKPOT,Leap Slam of Groundbreaking,SkillGem,SkillGem,173.9,0.33,93,-30.77,stash,poe.ninja
T0_JACKPOT,Flicker Strike,SkillGem,SkillGem,173.6,0.33,152,-3.26,stash,poe.ninja
T0_JACKPOT,Herald of Agony,SkillGem,SkillGem,173.2,0.33,83,-10.95,stash,poe.ninja
T0_JACKPOT,Scourge Arrow of Menace,SkillGem,SkillGem,173.2,0.33,7,0,stash,poe.ninja
T0_JACKPOT,Blade Vortex,SkillGem,SkillGem,173.0,0.33,53,92.22,stash,poe.ninja
T0_JACKPOT,Wild Strike,SkillGem,SkillGem,172.4,0.33,95,0,stash,poe.ninja
T0_JACKPOT,Ethereal Knives of Lingering Blades,SkillGem,SkillGem,172.0,0.33,93,330,stash,poe.ninja
T0_JACKPOT,Soulrend of the Spiral,SkillGem,SkillGem,171.4,0.33,70,-64.88,stash,poe.ninja
T0_JACKPOT,Prismatic Oil,Oils,Oil,171.2,,684.7,-15.77,exchange,poe.ninja
T0_JACKPOT,Summon Carrion Golem of Hordes,SkillGem,SkillGem,171.0,0.33,16,0,stash,poe.ninja
T0_JACKPOT,Foulgrasp Support,SkillGem,SkillGem,170.0,0.33,4,0,stash,poe.ninja
T0_JACKPOT,Leap Slam,SkillGem,SkillGem,170.0,0.33,13,37.54,stash,poe.ninja
T0_JACKPOT,Summon Reaper of Revenants,SkillGem,SkillGem,170.0,0.33,19,-12.51,stash,poe.ninja
T0_JACKPOT,Vicious Projectiles Support,SkillGem,SkillGem,170.0,0.33,37,6.25,stash,poe.ninja
T0_JACKPOT,Precision,SkillGem,SkillGem,169.0,0.32,117,69,stash,poe.ninja
T0_JACKPOT,+2% Chance to Block Attack Damage,ClusterJewel,ClusterJewel,167.3,0.32,53,50,stash,poe.ninja
T0_JACKPOT,Innervate Support,SkillGem,SkillGem,167.3,0.32,38,0,stash,poe.ninja
T0_JACKPOT,Wild Strike of Extremes,SkillGem,SkillGem,167.0,0.32,26,1292,stash,poe.ninja
T0_JACKPOT,Added Fire Damage Support,SkillGem,SkillGem,166.0,0.32,28,98.09,stash,poe.ninja
T0_JACKPOT,Despair,SkillGem,SkillGem,165.5,0.32,51,-7.07,stash,poe.ninja
T0_JACKPOT,Dominating Blow of Inspiring,SkillGem,SkillGem,165.5,0.32,10,0,stash,poe.ninja
T0_JACKPOT,Lightning Tendrils,SkillGem,SkillGem,165.0,0.32,14,-8.33,stash,poe.ninja
T0_JACKPOT,Veiled Chaos Orb,Currency,Currency,164.4,,7122,-17.99,exchange,poe.ninja
T0_JACKPOT,Herald of Agony,SkillGem,SkillGem,164.2,0.31,75,-7.49,stash,poe.ninja
T0_JACKPOT,Raise Zombie of Falling,SkillGem,SkillGem,164.0,0.31,131,-28.7,stash,poe.ninja
T0_JACKPOT,Lacerate of Butchering,SkillGem,SkillGem,163.6,0.31,80,1025,stash,poe.ninja
T0_JACKPOT,Boneshatter of Complex Trauma,SkillGem,SkillGem,162.9,0.31,5,0,stash,poe.ninja
T0_JACKPOT,Firestorm of Pelting,SkillGem,SkillGem,162.7,0.31,88,-36.69,stash,poe.ninja
T0_JACKPOT,Kinetic Rain of Impact,SkillGem,SkillGem,162.5,0.31,21,-38.1,stash,poe.ninja
T0_JACKPOT,Combustion Support,SkillGem,SkillGem,162.0,0.31,9,15.71,stash,poe.ninja
T0_JACKPOT,Multistrike Support,SkillGem,SkillGem,162.0,0.31,38,24.62,stash,poe.ninja
T0_JACKPOT,Overloaded Intensity Support,SkillGem,SkillGem,161.0,0.31,50,-33.81,stash,poe.ninja
T0_JACKPOT,Fracturing Orb,Currency,Currency,160.6,,17742,12.45,exchange,poe.ninja
T0_JACKPOT,Flame Dash of Return,SkillGem,SkillGem,160.4,0.31,10,0,stash,poe.ninja
T0_JACKPOT,Siege Ballista of Splintering,SkillGem,SkillGem,160.4,0.31,21,-37.15,stash,poe.ninja
T0_JACKPOT,The Journey,Cards,DivinationCard,160.0,,26.67,-22.41,exchange,poe.ninja
T0_JACKPOT,Exerted Attacks deal 20% increased Damage,ClusterJewel,ClusterJewel,160.0,0.31,21,0,stash,poe.ninja
T0_JACKPOT,Divine Retribution,SkillGem,SkillGem,160.0,0.31,8,0,stash,poe.ninja
T0_JACKPOT,Flammability,SkillGem,SkillGem,160.0,0.31,59,-23.81,stash,poe.ninja
T0_JACKPOT,Frostblink of Wintry Blast,SkillGem,SkillGem,160.0,0.31,1411,11.19,stash,poe.ninja
T0_JACKPOT,Immortal Call,SkillGem,SkillGem,160.0,0.31,56,2.56,stash,poe.ninja
T0_JACKPOT,Phase Run,SkillGem,SkillGem,160.0,0.31,57,-3.61,stash,poe.ninja
T0_JACKPOT,Power Charge On Critical Support,SkillGem,SkillGem,160.0,0.31,29,8.11,stash,poe.ninja
T0_JACKPOT,Nightblade Support,SkillGem,SkillGem,159.5,0.31,59,59.5,stash,poe.ninja
T0_JACKPOT,Summon Skeletons of Mages,SkillGem,SkillGem,159.5,0.31,26,0,stash,poe.ninja
T0_JACKPOT,Faster Attacks Support,SkillGem,SkillGem,159.4,0.31,19,0,stash,poe.ninja
T0_JACKPOT,Blight of Contagion,SkillGem,SkillGem,159.1,0.3,10,0,stash,poe.ninja
T0_JACKPOT,Trap and Mine Damage Support,SkillGem,SkillGem,159.1,0.3,23,50,stash,poe.ninja
T0_JACKPOT,Rain of Arrows of Saturation,SkillGem,SkillGem,159.0,0.3,31,22.5,stash,poe.ninja
T0_JACKPOT,Toxic Rain,SkillGem,SkillGem,159.0,0.3,76,98.5,stash,poe.ninja
T0_JACKPOT,Cyclone,SkillGem,SkillGem,158.5,0.3,92,9.57,stash,poe.ninja
T0_JACKPOT,Discharge of Misery,SkillGem,SkillGem,158.4,0.3,14,0,stash,poe.ninja
T0_JACKPOT,Lightning Spire Trap of Zapping,SkillGem,SkillGem,157.9,0.3,17,0,stash,poe.ninja
T0_JACKPOT,Haste,SkillGem,SkillGem,157.4,0.3,110,-12.56,stash,poe.ninja
T0_JACKPOT,Penance Brand of Conduction,SkillGem,SkillGem,157.2,0.3,48,4150,stash,poe.ninja
T0_JACKPOT,6% increased Flask Effect Duration,ClusterJewel,ClusterJewel,157.0,0.3,1162,32.6,stash,poe.ninja
T0_JACKPOT,Cleave,SkillGem,SkillGem,156.8,0.3,29,-31.03,stash,poe.ninja
T0_JACKPOT,The Dungeon Master,Cards,DivinationCard,155.0,,25.83,1062,exchange,poe.ninja
T0_JACKPOT,Arc of Surging,SkillGem,SkillGem,154.5,0.3,11,-4.63,stash,poe.ninja
T0_JACKPOT,Spectral Shield Throw of Shattering,SkillGem,SkillGem,154.5,0.3,43,28.75,stash,poe.ninja
T0_JACKPOT,Essence of Desolation,Essences,Essence,154.1,,2696,4.0,exchange,poe.ninja
T0_JACKPOT,Despair,SkillGem,SkillGem,154.0,0.3,58,-17.69,stash,poe.ninja
T0_JACKPOT,Summon Holy Relic,SkillGem,SkillGem,154.0,0.3,9,-20.72,stash,poe.ninja
T0_JACKPOT,Frost Wall,SkillGem,SkillGem,152.4,0.29,21,0,stash,poe.ninja
T0_JACKPOT,The Endless Darkness,Cards,DivinationCard,152.0,,50.67,16.96,exchange,poe.ninja
T0_JACKPOT,Frostbolt,SkillGem,SkillGem,151.0,0.29,9,149.2,stash,poe.ninja
T0_JACKPOT,Soulrend of Reaping,SkillGem,SkillGem,151.0,0.29,72,380.9,stash,poe.ninja
T0_JACKPOT,Summon Lightning Golem,SkillGem,SkillGem,150.8,0.29,37,-5.16,stash,poe.ninja
T0_JACKPOT,Firestorm of Pelting,SkillGem,SkillGem,150.5,0.29,18,-46.15,stash,poe.ninja
T0_JACKPOT,Wealth and Power,Cards,DivinationCard,150.0,,425.0,-28.74,exchange,poe.ninja
T0_JACKPOT,Arc of Oscillating,SkillGem,SkillGem,150.0,0.29,33,406.8,stash,poe.ninja
T0_JACKPOT,Ball Lightning of Orbiting,SkillGem,SkillGem,150.0,0.29,33,-11.03,stash,poe.ninja
T0_JACKPOT,Cold Snap of Power,SkillGem,SkillGem,150.0,0.29,121,-31.82,stash,poe.ninja
T0_JACKPOT,Contagion of Transference,SkillGem,SkillGem,150.0,0.29,8,-27.61,stash,poe.ninja
T0_JACKPOT,Creeping Frost,SkillGem,SkillGem,150.0,0.29,14,0,stash,poe.ninja
T0_JACKPOT,Explosive Trap of Magnitude,SkillGem,SkillGem,150.0,0.29,2,0,stash,poe.ninja
T0_JACKPOT,Feeding Frenzy Support,SkillGem,SkillGem,150.0,0.29,30,0.87,stash,poe.ninja
T0_JACKPOT,Frost Wall,SkillGem,SkillGem,150.0,0.29,5,0,stash,poe.ninja
T0_JACKPOT,Frostblink of Wintry Blast,SkillGem,SkillGem,150.0,0.29,175,2.74,stash,poe.ninja
T0_JACKPOT,Icicle Mine of Fanning,SkillGem,SkillGem,150.0,0.29,21,-68.88,stash,poe.ninja
T0_JACKPOT,Precision,SkillGem,SkillGem,150.0,0.29,35,50,stash,poe.ninja
T0_JACKPOT,Purifying Flame of Revelations,SkillGem,SkillGem,150.0,0.29,256,-28.57,stash,poe.ninja
T0_JACKPOT,Righteous Fire,SkillGem,SkillGem,150.0,0.29,78,2.04,stash,poe.ninja
T0_JACKPOT,Shrapnel Ballista,SkillGem,SkillGem,150.0,0.29,84,-26.09,stash,poe.ninja
T0_JACKPOT,Slower Projectiles Support,SkillGem,SkillGem,150.0,0.29,36,39.93,stash,poe.ninja
T0_JACKPOT,Vaal Impurity of Lightning,SkillGem,SkillGem,150.0,0.29,2,0,stash,poe.ninja
T0_JACKPOT,Vaal Spark,SkillGem,SkillGem,150.0,0.29,20,0,stash,poe.ninja
T0_JACKPOT,Replica Poorjoy's Asylum,UniqueMap,UniqueMap,150.0,0.29,16,90.36,stash,poe.ninja
T0_JACKPOT,Orb of Remembrance,Currency,Currency,149.9,,1799,13.66,exchange,poe.ninja
T0_JACKPOT,Infernal Blow of Immolation,SkillGem,SkillGem,149.4,0.29,81,0,stash,poe.ninja
T0_JACKPOT,Transfusion Support,SkillGem,SkillGem,149.4,0.29,49,6.71,stash,poe.ninja
T0_JACKPOT,Double Strike of Momentum,SkillGem,SkillGem,149.3,0.29,35,7.8,stash,poe.ninja
T0_JACKPOT,Elemental Hit,SkillGem,SkillGem,149.2,0.29,91,-10.2,stash,poe.ninja
T0_JACKPOT,Greater Unleash Support,SkillGem,SkillGem,149.0,0.29,93,122.4,stash,poe.ninja
T0_JACKPOT,Ice Trap,SkillGem,SkillGem,149.0,0.29,37,45.22,stash,poe.ninja
T0_JACKPOT,Frost Blades,SkillGem,SkillGem,148.6,0.28,42,6.87,stash,poe.ninja
T0_JACKPOT,The Samurai's Eye,Cards,DivinationCard,147.9,,837.8,-44.76,exchange,poe.ninja
T0_JACKPOT,Lightning Strike of Arcing,SkillGem,SkillGem,147.6,0.28,8,0,stash,poe.ninja
T0_JACKPOT,Silver Oil,Oils,Oil,147.4,,4816,-0.57,exchange,poe.ninja
T0_JACKPOT,Cast when Damage Taken Support,SkillGem,SkillGem,147.4,0.28,27,47.84,stash,poe.ninja
T0_JACKPOT,Cast when Stunned Support,SkillGem,SkillGem,147.0,0.28,112,-8.12,stash,poe.ninja
T0_JACKPOT,Forbidden Rite of Soul Sacrifice,SkillGem,SkillGem,147.0,0.28,42,50.46,stash,poe.ninja
T0_JACKPOT,Physical to Lightning Support,SkillGem,SkillGem,147.0,0.28,51,110,stash,poe.ninja
T0_JACKPOT,Vaal Fireball,SkillGem,SkillGem,147.0,0.28,26,-21.81,stash,poe.ninja
T0_JACKPOT,Rain of Arrows of Saturation,SkillGem,SkillGem,145.8,0.28,7,0,stash,poe.ninja
T0_JACKPOT,Animate Guardian,SkillGem,SkillGem,145.4,0.28,82,3.86,stash,poe.ninja
T0_JACKPOT,Incandescent Invitation,Invitation,Invitation,145.1,0.28,5593,-4.54,stash,poe.ninja
T0_JACKPOT,Barrage of Volley Fire,SkillGem,SkillGem,145.0,0.28,5,0,stash,poe.ninja
T0_JACKPOT,Despair,SkillGem,SkillGem,145.0,0.28,29,31.82,stash,poe.ninja
T0_JACKPOT,Ice Trap,SkillGem,SkillGem,145.0,0.28,9,0,stash,poe.ninja
T0_JACKPOT,Vaal Ice Shot,SkillGem,SkillGem,145.0,0.28,16,-3.07,stash,poe.ninja
T0_JACKPOT,Vaal Detonate Dead,SkillGem,SkillGem,144.5,0.28,42,-2.69,stash,poe.ninja
T0_JACKPOT,12% increased Attack Damage while holding a Shield,ClusterJewel,ClusterJewel,144.4,0.28,10,0,stash,poe.ninja
T0_JACKPOT,Infernal Cry,SkillGem,SkillGem,144.4,0.28,20,0,stash,poe.ninja
T0_JACKPOT,Ice Spear of Splitting,SkillGem,SkillGem,144.0,0.28,5,0,stash,poe.ninja
T0_JACKPOT,Lightning Tendrils,SkillGem,SkillGem,144.0,0.28,59,-58.14,stash,poe.ninja
T0_JACKPOT,Wild Strike,SkillGem,SkillGem,144.0,0.28,6,0,stash,poe.ninja
T0_JACKPOT,Ice Spear of Splitting,SkillGem,SkillGem,143.0,0.27,35,110.3,stash,poe.ninja
T0_JACKPOT,Crackling Lance of Branching,SkillGem,SkillGem,142.2,0.27,185,373.9,stash,poe.ninja
T0_JACKPOT,Earthshatter of Prominence,SkillGem,SkillGem,142.2,0.27,18,0,stash,poe.ninja
T0_JACKPOT,Summon Chaos Golem of the Maelström,SkillGem,SkillGem,142.2,0.27,30,0,stash,poe.ninja
T0_JACKPOT,Trap and Mine Damage Support,SkillGem,SkillGem,142.2,0.27,13,5.1,stash,poe.ninja
T0_JACKPOT,Vaal Caustic Arrow,SkillGem,SkillGem,142.2,0.27,8,-25.06,stash,poe.ninja
T0_JACKPOT,Reave of Refraction,SkillGem,SkillGem,141.5,0.27,72,293.1,stash,poe.ninja
T0_JACKPOT,Summon Carrion Golem of Scavenging,SkillGem,SkillGem,141.5,0.27,11,0,stash,poe.ninja
T0_JACKPOT,Apocalypse,Cards,DivinationCard,141.2,,211.8,871.0,exchange,poe.ninja
T0_JACKPOT,War Banner,SkillGem,SkillGem,140.4,0.27,94,0,stash,poe.ninja
T0_JACKPOT,Blight of Contagion,SkillGem,SkillGem,140.0,0.27,16,0,stash,poe.ninja
T0_JACKPOT,Greater Spell Cascade Support,SkillGem,SkillGem,140.0,0.27,37,180,stash,poe.ninja
T0_JACKPOT,Guardian's Blessing Support,SkillGem,SkillGem,140.0,0.27,25,5.63,stash,poe.ninja
T0_JACKPOT,Kinetic Fusillade,SkillGem,SkillGem,140.0,0.27,95,-3.45,stash,poe.ninja
T0_JACKPOT,Purifying Flame of Revelations,SkillGem,SkillGem,140.0,0.27,33,-2.78,stash,poe.ninja
